sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,content
134,268,27,168,240,239,21,93,air
124,266,7,172,236,265,22,96,air
124,266,15,167,235,235,22,122,air
124,263,12,167,236,238,22,99,air
122,266,11,168,235,239,22,92,air
119,268,13,166,237,238,22,93,air
125,268,26,167,236,240,19,94,air
122,265,12,167,232,242,22,94,air
125,267,14,167,237,238,22,94,air
124,267,20,167,235,240,19,114,air
124,266,32,167,236,238,26,94,air
124,267,13,164,236,240,22,96,air
124,261,13,169,236,240,22,88,air
120,265,14,168,230,239,22,93,air
124,267,18,170,237,240,22,95,air
124,268,15,165,225,246,22,94,air
123,262,13,165,229,235,23,95,air
123,266,12,167,233,239,19,94,air
126,267,13,168,235,236,24,92,air
125,257,18,157,234,238,23,94,air
131,263,13,166,235,239,21,94,air
127,265,13,169,236,243,47,94,air
124,266,13,168,236,239,24,99,air
124,290,13,171,236,239,23,94,air
124,296,10,166,240,238,23,94,air
126,263,12,167,237,239,20,93,air
127,267,14,167,236,239,21,95,air
124,264,19,166,231,238,20,95,air
127,266,14,168,236,239,21,94,air
117,262,12,167,236,240,22,97,air
119,267,9,168,230,238,23,95,air
125,266,12,166,233,236,22,94,air
125,266,12,167,240,240,11,89,air
125,268,13,168,236,239,22,126,air
124,267,10,167,235,239,21,98,air
124,261,14,168,240,239,22,93,air
125,258,13,166,236,239,23,94,air
120,266,13,167,239,239,33,94,air
122,265,13,167,235,238,21,94,air
125,266,13,168,244,235,21,98,air
124,271,12,166,235,239,20,94,air
124,268,12,166,236,239,18,93,air
125,266,11,168,240,244,24,92,air
125,265,12,167,236,241,21,92,air
125,263,14,167,235,241,24,94,air
124,273,13,167,246,237,23,94,air
123,265,13,168,235,239,23,93,air
120,267,12,166,237,238,19,93,air
123,262,13,169,233,238,22,94,air
125,267,13,168,235,239,21,94,air
124,266,13,168,235,239,22,92,air
125,265,14,180,240,238,21,94,air
125,268,10,168,236,239,21,93,air
123,263,13,179,233,239,22,95,air
493,908,14,797,611,389,224,629,acetone
492,907,16,792,610,387,238,636,acetone
489,910,14,794,611,388,241,634,acetone
493,907,9,797,613,391,236,659,acetone
489,904,15,794,613,390,238,639,acetone
491,904,14,791,610,393,238,643,acetone
494,911,13,791,611,390,238,640,acetone
497,904,15,793,608,392,236,641,acetone
497,905,14,794,610,391,238,643,acetone
498,896,14,790,608,394,240,648,acetone
498,905,15,791,609,393,243,648,acetone
489,905,15,793,607,392,242,646,acetone
497,901,14,780,608,394,243,651,acetone
497,901,15,790,606,395,242,652,acetone
498,904,16,810,608,396,243,650,acetone
499,900,14,789,606,397,250,655,acetone
500,901,13,786,604,399,246,652,acetone
504,901,16,786,602,397,242,657,acetone
505,896,15,788,602,400,245,657,acetone
503,898,13,787,604,399,245,657,acetone
505,897,15,785,605,398,247,662,acetone
503,902,13,795,604,402,249,661,acetone
507,901,13,787,603,403,263,661,acetone
502,896,14,783,608,403,255,665,acetone
506,901,14,784,602,401,245,664,acetone
505,897,4,785,604,403,252,666,acetone
506,893,13,782,598,427,253,669,acetone
505,900,15,772,603,406,252,677,acetone
507,897,12,781,600,406,244,667,acetone
511,896,14,785,603,419,253,671,acetone
511,899,15,781,600,408,249,670,acetone
507,901,16,781,600,407,266,698,acetone
529,896,20,794,600,410,256,673,acetone
511,898,14,779,597,408,257,678,acetone
510,917,14,780,599,412,261,674,acetone
513,892,14,780,597,413,256,676,acetone
510,894,15,781,592,412,258,675,acetone
515,896,20,781,598,430,260,676,acetone
516,897,14,779,597,414,258,676,acetone
514,894,14,780,598,415,259,683,acetone
510,907,14,777,597,415,262,680,acetone
516,893,13,778,596,417,264,678,acetone
518,891,13,778,593,414,259,680,acetone
515,895,15,776,597,418,261,681,acetone
517,893,15,779,598,418,262,682,acetone
513,898,15,776,593,419,263,683,acetone
519,893,13,777,597,421,266,681,acetone
519,893,13,779,603,422,272,685,acetone
514,893,15,776,594,422,268,683,acetone
519,881,14,778,595,423,265,682,acetone
518,891,14,775,604,425,269,683,acetone
518,892,14,774,608,423,273,702,acetone
519,893,15,777,592,425,266,688,acetone
522,892,14,782,603,424,269,693,acetone
520,890,14,775,593,427,259,683,acetone
523,886,11,773,589,422,261,686,acetone
522,891,14,773,592,425,267,695,acetone
524,889,17,772,593,428,270,700,acetone
525,893,15,775,590,429,270,686,acetone
523,891,15,771,591,431,270,687,acetone
527,889,15,774,592,441,275,689,acetone
527,889,18,771,593,441,269,683,acetone
526,888,14,769,590,433,271,689,acetone
524,894,14,769,589,431,270,684,acetone
528,888,5,771,590,455,271,688,acetone
526,886,14,773,591,428,270,688,acetone
527,886,14,773,590,435,269,686,acetone
525,888,19,785,592,433,274,689,acetone
528,889,16,775,588,437,275,693,acetone
530,890,14,773,588,431,275,687,acetone
530,891,15,766,588,437,277,690,acetone
529,884,14,778,586,437,275,689,acetone
531,883,15,768,589,437,276,690,acetone
520,887,14,770,587,439,275,691,acetone
531,879,12,768,588,438,276,690,acetone
529,886,14,769,590,439,279,689,acetone
530,888,13,768,589,439,280,686,acetone
545,884,15,765,589,440,278,689,acetone
533,885,15,766,597,441,279,692,acetone
535,886,15,770,586,441,275,690,acetone
532,883,15,768,587,444,281,690,acetone
535,906,15,767,576,444,279,690,acetone
534,885,14,773,585,444,281,689,acetone
534,887,14,770,586,445,280,690,acetone
536,883,14,768,583,444,282,696,acetone
532,887,14,767,587,448,268,690,acetone
535,878,15,765,586,444,290,709,acetone
537,884,14,769,587,446,271,689,acetone
537,881,14,767,580,446,297,690,acetone
536,901,16,765,582,450,285,690,acetone
538,882,13,766,582,448,283,693,acetone
534,881,14,768,588,447,282,689,acetone
539,884,15,765,583,448,286,691,acetone
537,883,14,765,582,453,283,693,acetone
539,884,14,767,587,450,286,689,acetone
538,881,15,765,583,452,285,692,acetone
538,882,18,776,583,452,287,690,acetone
538,878,14,766,584,451,288,692,acetone
540,881,15,767,576,451,284,683,acetone
541,876,14,767,583,452,288,692,acetone
542,878,14,765,585,452,286,691,acetone
542,882,15,765,583,454,285,690,acetone
542,879,13,763,579,450,288,690,acetone
539,881,14,770,585,462,287,690,acetone
540,879,14,766,581,455,284,694,acetone
540,877,15,766,582,452,289,691,acetone
544,882,20,782,583,459,290,692,acetone
547,875,14,765,583,475,290,694,acetone
544,880,13,765,589,455,289,690,acetone
543,879,19,763,582,456,288,692,acetone
541,880,14,765,583,456,291,690,acetone
546,877,14,764,580,460,297,688,acetone
542,876,15,767,583,456,287,691,acetone
543,879,3,763,581,456,289,689,acetone
543,876,13,762,582,457,293,689,acetone
543,877,15,766,577,456,295,689,acetone
546,876,16,761,577,460,292,684,acetone
546,873,14,762,583,458,292,689,acetone
546,878,15,781,581,459,295,690,acetone
543,875,14,768,581,459,293,689,acetone
545,877,16,763,579,459,294,690,acetone
545,878,13,763,581,457,294,690,acetone
546,890,14,764,580,461,294,688,acetone
547,877,18,762,580,459,295,703,acetone
547,877,14,761,578,459,295,690,acetone
549,900,15,762,582,455,295,690,acetone
545,881,16,759,581,461,294,689,acetone
546,873,15,762,580,457,288,687,acetone
546,878,14,763,574,460,293,689,acetone
549,875,13,762,583,462,296,689,acetone
543,881,14,765,577,461,294,689,acetone
549,876,10,762,581,461,293,688,acetone
547,873,14,760,591,462,291,691,acetone
549,875,6,762,579,463,297,687,acetone
549,878,33,762,578,463,298,689,acetone
549,873,26,775,581,463,298,685,acetone
549,882,13,766,578,462,303,688,acetone
552,871,15,762,578,464,296,690,acetone
550,874,15,761,579,461,297,687,acetone
549,876,15,766,573,464,296,686,acetone
550,873,15,761,578,463,299,689,acetone
556,874,15,765,579,468,298,680,acetone
550,880,16,762,579,460,298,699,acetone
552,872,14,761,578,465,299,688,acetone
550,872,14,758,577,465,298,691,acetone
553,875,14,760,575,455,299,687,acetone
551,874,15,758,579,464,299,691,acetone
554,882,15,762,595,466,302,685,acetone
549,876,16,759,576,466,298,684,acetone
552,872,15,761,580,465,298,688,acetone
550,872,13,762,574,468,305,686,acetone
554,874,15,761,577,466,303,688,acetone
553,875,14,762,595,469,301,720,acetone
553,873,18,761,577,466,299,687,acetone
552,876,14,759,576,472,303,690,acetone
548,873,22,764,577,465,301,698,acetone
553,859,14,759,578,467,301,684,acetone
562,872,14,759,576,463,300,684,acetone
550,869,16,758,582,469,297,689,acetone
554,871,13,759,568,468,303,686,acetone
552,873,13,760,577,454,301,685,acetone
554,869,15,760,574,467,301,684,acetone
555,870,14,760,571,470,307,685,acetone
551,872,14,762,573,468,305,683,acetone
552,870,15,754,575,464,303,687,acetone
552,871,13,758,597,469,303,687,acetone
552,870,16,759,577,469,306,685,acetone
554,871,13,785,574,469,329,686,acetone
555,871,14,765,576,468,304,680,acetone
554,871,14,759,576,468,333,688,acetone
550,882,15,761,576,469,303,685,acetone
553,872,13,759,575,468,289,686,acetone
553,866,16,758,574,470,303,682,acetone
551,873,14,760,579,466,308,686,acetone
555,870,13,759,575,477,311,681,acetone
558,871,17,751,574,470,304,683,acetone
553,859,14,765,578,470,311,684,acetone
555,873,13,761,575,470,305,683,acetone
556,874,11,757,575,468,306,684,acetone
555,864,13,758,573,476,305,689,acetone
556,870,10,758,576,470,307,682,acetone
558,866,13,758,576,471,303,693,acetone
559,868,14,765,575,470,305,684,acetone
558,870,14,758,573,470,290,685,acetone
556,868,13,756,589,466,302,681,acetone
554,870,14,762,584,472,305,679,acetone
557,870,13,756,575,471,306,684,acetone
560,866,16,756,575,472,307,688,acetone
556,868,10,759,575,475,307,684,acetone
555,867,9,760,578,471,303,682,acetone
557,867,14,750,575,491,306,684,acetone
551,867,16,755,574,472,311,685,acetone
558,865,11,748,575,473,306,682,acetone
557,871,14,757,589,471,306,684,acetone
555,869,23,756,573,472,310,680,acetone
559,869,12,756,574,472,309,692,acetone
557,868,15,755,574,474,308,683,acetone
554,868,14,760,577,472,308,683,acetone
559,864,15,757,575,471,310,683,acetone
558,866,13,756,572,473,307,684,acetone
558,867,15,757,575,471,306,683,acetone
555,863,14,755,593,475,308,682,acetone
557,871,14,755,574,472,304,683,acetone
556,866,17,757,570,472,308,683,acetone
555,863,17,752,574,473,309,685,acetone
558,866,16,755,588,491,310,683,acetone
560,874,13,757,575,474,309,682,acetone
561,868,14,758,573,470,308,681,acetone
562,868,15,757,586,474,304,691,acetone
559,865,15,759,573,475,310,683,acetone
552,866,23,762,574,475,306,682,acetone
557,866,15,758,573,477,308,685,acetone
561,867,26,755,573,473,312,686,acetone
559,861,14,756,573,473,309,683,acetone
560,863,15,756,573,479,316,684,acetone
557,865,23,758,587,474,308,681,acetone
558,870,15,759,574,473,309,685,acetone
561,886,14,760,573,475,310,682,acetone
562,865,15,759,576,470,310,684,acetone
566,867,14,758,575,477,311,680,acetone
559,866,14,758,573,476,301,682,acetone
561,863,14,759,571,477,310,680,acetone
562,863,14,757,572,474,306,683,acetone
563,866,14,755,572,478,311,683,acetone
562,869,14,757,574,476,311,684,acetone
565,865,14,756,572,479,310,681,acetone
563,863,14,757,576,476,312,681,acetone
563,865,14,757,575,475,310,683,acetone
562,866,14,757,573,476,310,686,acetone
567,866,6,760,568,477,311,686,acetone
563,865,16,758,577,476,310,687,acetone
563,860,14,758,573,478,313,681,acetone
562,862,13,781,573,476,310,680,acetone
562,861,15,755,574,476,311,681,acetone
564,864,14,758,574,477,311,682,acetone
562,862,15,756,574,477,313,683,acetone
561,862,15,757,573,481,313,680,acetone
563,862,14,758,583,483,315,680,acetone
560,864,14,755,573,476,311,703,acetone
561,864,14,757,572,476,311,684,acetone
574,865,15,757,575,475,311,681,acetone
567,864,14,756,569,477,311,681,acetone
571,861,19,755,570,481,314,680,acetone
571,870,14,756,573,471,313,678,acetone
564,864,14,756,579,480,312,682,acetone
562,861,13,757,571,476,312,680,acetone
565,863,32,757,570,476,311,679,acetone
563,864,12,755,570,476,312,678,acetone
561,862,15,755,569,475,314,676,acetone
562,863,15,754,565,477,312,680,acetone
560,859,14,756,583,478,323,679,acetone
563,863,14,755,571,476,312,677,acetone
563,861,13,757,571,476,313,709,acetone
565,865,28,758,572,472,315,678,acetone
561,864,15,753,572,475,314,680,acetone
564,860,14,755,569,476,316,679,acetone
561,868,14,753,572,476,322,682,acetone
563,858,9,755,572,477,316,678,acetone
566,862,14,759,571,483,330,675,acetone
564,859,14,756,571,477,313,680,acetone
562,861,15,755,572,477,331,678,acetone
565,862,15,754,571,477,312,679,acetone
563,865,15,755,571,474,313,676,acetone
565,860,14,754,571,478,314,681,acetone
561,860,40,771,572,476,312,678,acetone
564,863,14,752,583,479,311,686,acetone
564,856,14,751,569,479,314,676,acetone
563,858,14,756,573,477,314,681,acetone
567,862,13,756,572,479,313,678,acetone
565,861,12,756,571,477,314,679,acetone
567,862,14,754,571,476,313,668,acetone
568,861,52,751,572,482,314,681,acetone
564,859,13,752,570,477,314,679,acetone
565,860,14,756,571,478,319,679,acetone
565,859,14,767,573,480,314,682,acetone
561,864,14,755,570,480,312,678,acetone
566,860,13,754,570,480,317,678,acetone
565,868,10,756,569,478,313,675,acetone
567,859,15,753,571,478,313,674,acetone
565,862,15,742,574,475,313,678,acetone
569,859,14,753,570,477,314,679,acetone
564,860,14,752,571,478,314,678,acetone
564,859,15,753,571,479,313,679,acetone
564,860,14,752,571,479,316,677,acetone
566,866,14,753,571,480,325,681,acetone
566,861,14,753,570,479,316,679,acetone
566,855,15,756,571,504,314,677,acetone
566,860,11,757,568,482,314,675,acetone
568,861,14,755,571,500,336,678,acetone
567,860,55,753,570,477,317,676,acetone
567,888,13,754,570,477,315,679,acetone
567,854,16,766,567,478,314,678,acetone
565,859,23,755,571,477,317,667,acetone
565,857,13,754,568,478,314,692,acetone
566,859,11,753,571,479,311,676,acetone
567,862,13,754,585,479,303,675,acetone
565,858,15,753,573,479,325,674,acetone
567,855,8,753,567,478,313,690,acetone
566,860,13,758,570,488,310,683,acetone
567,858,13,752,570,479,318,677,acetone
569,860,13,755,569,479,315,673,acetone
571,859,14,745,572,478,314,681,acetone
567,860,14,770,574,480,316,674,acetone
569,859,15,747,571,479,317,678,acetone
565,857,14,753,579,478,314,676,acetone
566,856,13,753,571,480,313,672,acetone
572,864,15,754,560,501,317,668,acetone
567,856,5,755,570,480,312,677,acetone
565,859,14,757,567,485,315,678,acetone
568,859,13,752,570,488,314,679,acetone
569,859,19,744,569,480,315,681,acetone
569,861,12,753,570,481,317,677,acetone
567,859,15,755,569,496,315,677,acetone
576,859,14,754,571,480,316,679,acetone
580,856,14,753,570,480,319,679,acetone
572,861,12,754,569,481,321,677,acetone
568,858,14,753,572,479,316,676,acetone
593,853,14,744,570,480,316,677,acetone
566,861,14,755,569,481,313,671,acetone
566,859,15,753,571,479,315,676,acetone
566,858,14,756,571,479,298,675,acetone
559,856,17,753,569,479,310,677,acetone
571,857,13,764,570,480,315,677,acetone
566,859,24,758,568,479,314,674,acetone
570,858,16,751,568,477,314,681,acetone
569,859,14,755,568,477,314,677,acetone
570,860,15,761,571,479,316,676,acetone
570,856,12,753,569,480,315,678,acetone
570,856,14,762,570,488,315,679,acetone
572,851,15,752,585,480,317,676,acetone
569,856,12,754,571,478,316,675,acetone
568,859,14,756,569,480,317,676,acetone
564,856,11,752,572,483,315,676,acetone
571,856,14,753,571,482,314,678,acetone
568,862,13,753,570,479,315,679,acetone
569,859,14,753,570,480,315,677,acetone
568,855,16,754,572,476,313,676,acetone
570,861,14,754,570,479,315,676,acetone
570,859,14,753,569,478,316,669,acetone
566,853,14,754,569,481,317,684,acetone
571,857,13,754,570,479,323,674,acetone
569,857,12,760,574,482,317,677,acetone
563,854,13,754,569,482,318,677,acetone
568,847,14,754,570,481,315,685,acetone
572,855,13,752,571,480,317,674,acetone
573,855,12,755,569,479,315,678,acetone
571,859,13,756,571,485,316,673,acetone
568,856,15,755,568,481,317,676,acetone
571,856,15,755,570,484,314,675,acetone
576,856,12,754,569,481,326,673,acetone
573,858,14,754,569,479,317,675,acetone
572,856,14,753,569,484,335,678,acetone
573,854,15,754,564,482,316,675,acetone
573,859,6,751,569,479,316,676,acetone
574,856,17,751,570,484,315,677,acetone
572,855,14,752,568,479,317,675,acetone
570,856,13,753,559,491,317,675,acetone
561,856,12,754,572,479,317,677,acetone
572,856,13,753,572,481,317,676,acetone
570,858,14,755,575,481,313,672,acetone
569,856,15,754,572,486,317,666,acetone
572,855,11,751,570,487,317,676,acetone
570,856,14,754,571,486,318,676,acetone
570,856,15,755,569,481,316,676,acetone
570,853,13,754,574,481,318,675,acetone
571,856,12,753,572,481,316,675,acetone
570,854,11,770,567,479,317,678,acetone
568,854,11,750,570,480,316,679,acetone
571,858,6,755,569,483,317,675,acetone
571,857,14,755,570,478,314,668,acetone
571,857,15,763,570,482,316,675,acetone
570,855,13,752,569,480,316,676,acetone
572,857,15,753,568,478,315,674,acetone
585,856,14,749,569,481,316,687,acetone
572,853,15,752,567,480,317,673,acetone
572,877,14,753,570,481,315,674,acetone
573,859,13,755,567,479,326,673,acetone
583,858,14,755,580,480,317,678,acetone
570,854,13,752,569,488,317,674,acetone
572,856,13,756,569,480,317,675,acetone
572,857,14,755,569,477,318,695,acetone
572,860,12,756,565,476,317,679,acetone
571,853,14,755,564,481,318,676,acetone
573,855,14,756,568,500,316,673,acetone
564,854,17,754,562,481,315,675,acetone
573,856,13,753,571,476,319,675,acetone
572,851,15,753,566,483,316,671,acetone
572,855,14,751,572,481,316,678,acetone
573,853,14,754,574,481,318,677,acetone
575,855,15,753,565,477,313,702,acetone
573,856,25,751,569,481,312,674,acetone
571,857,16,754,571,481,319,671,acetone
573,854,12,754,570,481,317,674,acetone
572,856,11,752,571,481,317,674,acetone
571,854,13,753,570,487,317,674,acetone
569,851,13,753,569,480,315,672,acetone
574,855,14,743,573,483,317,673,acetone
571,854,15,754,569,481,317,676,acetone
570,852,22,753,571,480,314,672,acetone
571,855,14,752,571,483,316,680,acetone
572,852,13,755,582,481,316,672,acetone
572,853,15,753,585,481,311,673,acetone
581,856,15,752,570,482,316,673,acetone
572,856,14,753,568,480,316,672,acetone
571,853,21,753,570,483,315,676,acetone
575,867,10,756,570,479,315,672,acetone
573,855,15,754,569,482,315,671,acetone
573,855,16,756,568,485,316,672,acetone
573,853,16,754,570,483,317,672,acetone
573,855,15,754,569,478,317,674,acetone
576,855,8,752,569,480,335,673,acetone
570,854,13,754,569,480,313,671,acetone
570,856,14,762,567,481,317,698,acetone
570,853,13,756,576,479,316,672,acetone
571,863,24,752,562,480,314,672,acetone
571,850,15,752,568,480,318,673,acetone
572,852,14,756,587,479,320,674,acetone
571,854,14,753,569,479,330,672,acetone
570,853,13,751,568,480,315,674,acetone
569,851,13,755,569,489,315,676,acetone
574,854,11,753,571,480,330,676,acetone
573,858,14,754,563,484,314,671,acetone
574,856,15,752,568,481,315,672,acetone
570,855,14,749,568,481,316,673,acetone
574,860,13,754,568,484,316,671,acetone
575,878,14,753,568,478,317,677,acetone
572,853,14,753,568,480,317,687,acetone
571,853,12,755,567,483,317,670,acetone
572,864,14,752,570,480,322,673,acetone
576,849,14,753,567,481,316,675,acetone
570,852,13,751,569,479,311,674,acetone
575,853,14,753,568,479,317,675,acetone
577,844,14,750,569,484,316,662,acetone
573,851,14,752,567,482,316,674,acetone
574,852,14,754,569,481,322,674,acetone
573,850,16,749,581,479,317,673,acetone
575,852,14,750,573,479,316,675,acetone
575,852,17,751,563,480,319,674,acetone
574,853,8,753,579,481,315,695,acetone
582,850,14,753,569,479,340,673,acetone
574,851,14,753,569,479,317,679,acetone
572,853,13,754,569,501,317,670,acetone
573,851,9,753,568,476,346,674,acetone
572,852,13,753,583,480,317,675,acetone
571,854,15,752,559,479,316,672,acetone
573,852,14,754,569,479,318,674,acetone
573,854,14,751,565,478,315,677,acetone
574,853,13,753,568,479,319,675,acetone
570,852,13,753,570,483,318,678,acetone
576,854,19,752,571,480,317,681,acetone
571,854,14,752,578,478,318,673,acetone
573,852,15,755,570,501,315,672,acetone
572,861,14,751,569,482,317,670,acetone
575,851,10,755,568,481,317,670,acetone
574,852,13,754,568,480,317,672,acetone
566,851,15,756,568,480,317,674,acetone
568,852,12,762,564,483,316,705,acetone
569,851,21,750,564,481,325,672,acetone
576,852,18,743,568,476,316,673,acetone
575,847,23,754,568,481,316,673,acetone
577,848,23,752,569,477,318,673,acetone
574,851,14,751,567,478,315,677,acetone
588,852,14,751,572,481,317,673,acetone
574,859,14,752,569,479,315,671,acetone
571,856,14,752,560,484,319,671,acetone
575,853,13,752,567,480,344,670,acetone
573,855,19,749,568,478,316,670,acetone
574,853,14,752,568,479,316,670,acetone
569,861,12,753,565,478,331,671,acetone
574,851,14,752,571,481,321,671,acetone
573,869,14,753,573,480,321,671,acetone
573,852,13,755,567,478,318,670,acetone
574,850,15,754,568,480,317,670,acetone
571,855,13,755,570,480,317,675,acetone
572,850,17,754,571,480,343,673,acetone
573,848,8,751,568,478,317,670,acetone
572,852,18,753,569,481,320,674,acetone
572,869,15,754,570,479,315,670,acetone
571,854,13,755,569,483,319,670,acetone
567,856,14,755,570,480,319,669,acetone
573,849,14,756,571,482,316,667,acetone
573,848,21,754,571,482,316,669,acetone
573,851,17,750,567,483,316,669,acetone
571,851,13,753,581,477,318,670,acetone
570,852,13,751,570,481,321,669,acetone
571,865,13,753,569,479,328,674,acetone
573,851,12,753,564,482,316,670,acetone
576,851,14,754,568,482,317,670,acetone
573,846,5,752,575,481,318,673,acetone
575,851,13,752,569,480,316,670,acetone
572,854,13,752,570,481,317,670,acetone
572,848,16,753,571,502,319,671,acetone
573,855,13,749,573,480,319,669,acetone
573,854,13,741,567,478,319,668,acetone
575,850,17,753,563,471,314,670,acetone
571,852,16,750,570,480,320,670,acetone
574,850,12,751,568,479,316,671,acetone
574,850,16,751,568,480,327,670,acetone
570,849,5,754,568,485,316,672,acetone
570,851,14,753,568,480,315,672,acetone
573,847,15,752,570,477,317,671,acetone
573,846,16,752,570,482,308,673,acetone
568,854,13,753,569,482,313,671,acetone
568,853,5,751,568,479,318,670,acetone
572,852,14,758,569,480,316,683,acetone
571,850,11,752,569,483,317,672,acetone
571,851,13,755,568,481,317,672,acetone
570,851,13,750,569,480,315,671,acetone
572,851,13,750,570,480,317,671,acetone
573,849,13,750,581,481,342,674,acetone
572,860,15,751,568,476,313,670,acetone
573,861,15,750,568,479,312,670,acetone
574,854,14,752,568,485,306,675,acetone
566,851,14,752,558,480,308,670,acetone
571,861,15,752,569,478,317,671,acetone
571,860,14,750,569,483,316,669,acetone
572,853,15,753,567,480,320,672,acetone
573,873,15,752,563,479,315,670,acetone
574,849,13,754,570,481,317,670,acetone
574,853,12,754,570,478,317,670,acetone
583,853,13,752,568,480,317,671,acetone
575,852,12,753,572,499,335,667,acetone
574,852,14,764,570,478,316,671,acetone
574,852,13,765,567,481,317,672,acetone
573,852,14,753,568,480,317,681,acetone
574,853,14,758,566,474,317,674,acetone
573,852,14,756,570,483,316,667,acetone
570,853,15,764,568,480,317,670,acetone
576,856,12,752,569,482,317,671,acetone
571,852,13,749,569,478,317,670,acetone
575,853,14,747,569,476,315,670,acetone
573,852,13,752,568,479,334,671,acetone
574,852,16,752,569,479,317,674,acetone
577,852,14,750,569,477,318,669,acetone
573,851,14,746,569,479,317,672,acetone
572,854,14,752,569,482,319,669,acetone
571,854,14,754,570,479,317,670,acetone
575,850,16,748,570,471,317,669,acetone
573,852,12,750,567,480,315,668,acetone
573,851,13,752,557,479,315,668,acetone
574,846,14,754,578,480,317,674,acetone
572,851,14,754,565,475,314,669,acetone
576,854,14,752,581,481,315,670,acetone
565,870,14,754,569,478,317,668,acetone
574,852,13,753,569,478,318,668,acetone
569,852,51,766,569,479,317,668,acetone
568,849,10,753,567,476,317,668,acetone
573,850,13,751,568,479,316,668,acetone
572,850,13,754,569,479,318,670,acetone
575,850,14,753,570,477,316,670,acetone
572,848,13,752,571,475,318,664,acetone
571,850,16,770,569,474,317,668,acetone
573,850,13,753,570,478,317,671,acetone
570,850,12,753,566,480,315,668,acetone
572,854,14,755,572,479,317,670,acetone
572,850,18,754,570,474,312,665,acetone
574,848,14,751,573,479,318,670,acetone
571,850,14,750,569,478,317,669,acetone
573,845,13,751,571,476,319,668,acetone
571,848,17,751,569,485,317,667,acetone
570,847,14,753,561,480,318,670,acetone
574,849,14,756,568,479,312,671,acetone
572,848,14,749,567,499,317,668,acetone
574,836,13,749,579,478,315,670,acetone
578,845,14,751,571,476,321,670,acetone
562,851,13,753,568,479,315,669,acetone
571,849,11,755,567,479,320,670,acetone
568,849,14,753,568,474,315,669,acetone
574,851,14,752,568,478,316,667,acetone
572,849,14,753,568,478,320,668,acetone
572,848,15,753,567,503,312,664,acetone
575,849,14,753,569,480,313,666,acetone
573,849,13,753,569,479,314,668,acetone
572,851,14,762,568,480,317,669,acetone
571,848,12,750,571,478,316,668,acetone
575,847,13,752,569,477,312,663,acetone
588,851,14,757,567,480,302,669,acetone
573,844,13,754,567,480,330,668,acetone
571,848,13,752,569,478,316,668,acetone
579,846,13,752,574,479,318,668,acetone
573,849,13,753,572,479,317,668,acetone
573,844,11,761,568,479,317,668,acetone
574,847,14,752,567,479,316,669,acetone
572,849,11,750,569,479,317,669,acetone
574,850,13,751,562,479,318,670,acetone
572,846,14,745,567,478,318,667,acetone
568,851,13,753,564,482,317,669,acetone
583,851,15,752,567,479,319,668,acetone
573,846,14,750,573,479,313,669,acetone
573,853,14,757,568,478,316,669,acetone
573,849,15,753,567,477,316,663,acetone
575,849,14,751,569,478,317,666,acetone
573,848,15,750,569,475,319,669,acetone
572,849,13,754,581,497,317,668,acetone
569,854,14,753,570,479,317,665,acetone
574,845,24,754,568,478,316,667,acetone
573,850,14,755,570,474,316,668,acetone
582,848,13,753,570,481,330,667,acetone
572,857,10,755,570,477,317,667,acetone
570,852,12,777,570,479,318,666,acetone
570,849,14,750,568,479,316,672,acetone
573,845,14,753,568,479,317,666,acetone
567,847,14,749,574,478,320,665,acetone
573,848,16,749,566,478,316,668,acetone
575,856,14,751,569,478,317,668,acetone
574,850,14,753,566,480,318,667,acetone
571,847,13,752,569,478,316,673,acetone
571,846,13,771,578,488,316,669,acetone
574,847,6,753,567,478,322,669,acetone
572,851,15,749,568,484,317,667,acetone
574,849,14,751,567,479,314,668,acetone
577,849,14,752,569,477,316,668,acetone
574,849,12,751,568,476,318,667,acetone
572,851,10,752,569,477,319,666,acetone
569,850,13,752,566,474,320,665,acetone
574,847,14,752,564,478,315,665,acetone
572,847,14,752,569,483,317,669,acetone
589,842,15,756,568,477,316,693,acetone
571,856,18,753,572,476,315,666,acetone
578,847,16,759,568,484,316,660,acetone
570,850,12,752,568,478,317,661,acetone
573,851,15,751,568,479,317,665,acetone
571,849,13,750,569,479,328,662,acetone
573,848,13,753,568,483,316,666,acetone
571,837,14,748,568,478,340,668,acetone
570,850,14,751,570,476,316,667,acetone
573,848,12,752,580,480,317,667,acetone
575,848,13,751,564,477,311,666,acetone
568,857,14,750,568,476,315,668,acetone
571,849,14,752,569,481,311,667,acetone
571,848,20,754,567,473,315,665,acetone
571,853,14,750,565,481,316,666,acetone
570,848,14,751,569,477,316,666,acetone
573,845,13,760,567,478,327,667,acetone
571,846,13,753,565,475,317,667,acetone
569,846,15,754,568,477,315,668,acetone
570,845,10,753,568,477,316,665,acetone
572,848,13,751,572,477,316,668,acetone
572,848,17,752,568,479,320,666,acetone
570,839,13,750,570,478,316,667,acetone
568,847,15,751,566,476,316,671,acetone
572,848,14,756,567,480,324,666,acetone
571,859,15,752,567,476,324,668,acetone
571,850,14,752,569,477,317,666,acetone
572,846,14,750,567,477,315,666,acetone
564,847,13,751,568,465,319,665,acetone
572,846,13,754,569,481,315,664,acetone
562,847,15,752,569,479,317,677,acetone
